+---------+------------+-------------+
| db_name | table_name | cardinality |
+---------+------------+-------------+
| dbt3    | customer   |     4500000 |
| dbt3    | lineitem   |   179998372 |
| dbt3    | nation     |          25 |
| dbt3    | orders     |    45000000 |
| dbt3    | part       |     6000000 |
| dbt3    | partsupp   |    24000000 |
| dbt3    | region     |           5 |
| dbt3    | supplier   |      300000 |
+---------+------------+-------------+
+---------+------------+-----------------------+--------------+--------------------+
| db_name | table_name | index_name            | prefix_arity | avg_frequency      |
+---------+------------+-----------------------+--------------+--------------------+
| dbt3    | customer   | PRIMARY               |            1 |                  1 |
| dbt3    | customer   | i_c_nationkey         |            1 |             180000 |
| dbt3    | lineitem   | PRIMARY               |            1 |  3.999963822222222 |
| dbt3    | lineitem   | PRIMARY               |            2 |                  1 |
| dbt3    | lineitem   | i_l_shipdate          |            1 |  71258.26286619161 |
| dbt3    | lineitem   | i_l_suppkey_partkey   |            1 | 29.999728666666666 |
| dbt3    | lineitem   | i_l_suppkey_partkey   |            2 |  7.502999330267886 |
| dbt3    | lineitem   | i_l_partkey           |            1 | 29.999728666666666 |
| dbt3    | lineitem   | i_l_suppkey           |            1 |  599.9945733333333 |
| dbt3    | lineitem   | i_l_receiptdate       |            1 |  70449.46066536203 |
| dbt3    | lineitem   | i_l_orderkey          |            1 |  3.999963822222222 |
| dbt3    | lineitem   | i_l_orderkey_quantity |            1 |  3.999963822222222 |
| dbt3    | lineitem   | i_l_orderkey_quantity |            2 | 1.0406014143207671 |
| dbt3    | lineitem   | i_l_commitdate        |            1 |  72992.04055150041 |
| dbt3    | nation     | PRIMARY               |            1 |                  1 |
| dbt3    | nation     | i_n_regionkey         |            1 |                  5 |
| dbt3    | orders     | PRIMARY               |            1 |                  1 |
| dbt3    | orders     | i_o_orderdate         |            1 | 18703.241895261846 |
| dbt3    | orders     | i_o_custkey           |            1 | 15.000350008166857 |
| dbt3    | part       | PRIMARY               |            1 |                  1 |
| dbt3    | partsupp   | PRIMARY               |            1 |                  4 |
| dbt3    | partsupp   | PRIMARY               |            2 |                  1 |
| dbt3    | partsupp   | i_ps_partkey          |            1 |                  4 |
| dbt3    | partsupp   | i_ps_suppkey          |            1 |                 80 |
| dbt3    | region     | PRIMARY               |            1 |                  1 |
| dbt3    | supplier   | PRIMARY               |            1 |                  1 |
| dbt3    | supplier   | i_s_nationkey         |            1 |              12000 |
+---------+------------+-----------------------+--------------+--------------------+
+---------+------------+-----------------+------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------+-------------+--------------------+--------------------+
| db_name | table_name | column_name     | min_value                                                                                            | max_value                                                                                                                            | nulls_ratio | avg_length         | avg_frequency      |
| dbt3    | lineitem   | l_shipDATE      | 1992-01-02                                                                                           | 1998-12-01                                                                                                                           |           0 |                  3 |  71258.26286619161 |
| dbt3    | lineitem   | l_commitDATE    | 1992-01-31                                                                                           | 1998-10-31                                                                                                                           |           0 |                  3 |  72992.04055150041 |
| dbt3    | lineitem   | l_receiptDATE   | 1992-01-03                                                                                           | 1998-12-31                                                                                                                           |           0 |                  3 |  70449.46066536203 |
| dbt3    | lineitem   | l_shipinstruct  | COLLECT COD                                                                                          | TAKE BACK RETURN                                                                                                                     |           0 | 11.999308510412527 |           44999593 |
| dbt3    | lineitem   | l_shipmode      | AIR                                                                                                  | TRUCK                                                                                                                                |           0 |  4.285729578709745 |  25714053.14285714 |
| dbt3    | lineitem   | l_comment       | accounts a                                                                                           | waters x-ray. waters wake fluffily after                                                                                             |           0 | 26.500489004422775 |  4.484640776152837 |
| dbt3    | nation     | n_nationkey     | 0                                                                                                    | 24                                                                                                                                   |           0 |                  4 |                  1 |
| dbt3    | nation     | n_name          | ALGERIA                                                                                              | VIETNAM                                                                                                                              |           0 |               7.08 |                  1 |
| dbt3    | nation     | n_regionkey     | 0                                                                                                    | 4                                                                                                                                    |           0 |                  4 |                  5 |
| dbt3    | nation     | n_comment       | always pending pinto beans sleep sil                                                                 | unusual excuses are quickly requests. slyly ironic accounts haggle carefully above the pendin                                        |           0 |              69.44 |                  1 |
| dbt3    | orders     | o_orderkey      | 1                                                                                                    | 180000000                                                                                                                            |           0 |                  4 |                  1 |
| dbt3    | orders     | o_custkey       | 1                                                                                                    | 4499999                                                                                                                              |           0 |                  4 | 15.000350008166857 |
| dbt3    | orders     | o_orderstatus   | F                                                                                                    | P                                                                                                                                    |           0 |                  1 |           15000000 |
| dbt3    | orders     | o_totalprice    | 815.22                                                                                               | 571787.85                                                                                                                            |           0 |                  8 | 1.8463074589344295 |
| dbt3    | orders     | o_orderDATE     | 1992-01-01                                                                                           | 1998-08-02                                                                                                                           |           0 |                  3 | 18703.241895261846 |
| dbt3    | orders     | o_orderpriority | 1-URGENT                                                                                             | 5-LOW                                                                                                                                |           0 |          8.4006678 |            9000000 |
| dbt3    | orders     | o_clerk         | Clerk#000000001                                                                                      | Clerk#000030000                                                                                                                      |           0 |                 15 |               1500 |
| dbt3    | orders     | o_shippriority  | 0                                                                                                    | 0                                                                                                                                    |           0 |                  4 |           45000000 |
| dbt3    | orders     | o_comment       | accounts about the                                                                                   | waters x-ray. slyly pending pinto beans wake among the regular ideas. accoun                                                         |           0 |  48.50304855555556 | 1.2651022992643908 |
| dbt3    | part       | p_partkey       | 1                                                                                                    | 6000000                                                                                                                              |           0 |                  4 |                  1 |
| dbt3    | part       | p_name          | almond antique aquamarine black burnished                                                            | yellow white wheat navy chartreuse                                                                                                   |           0 |         33.1158325 | 1.0005941861808938 |
| dbt3    | part       | p_mfgr          | Manufacturer#1                                                                                       | Manufacturer#5                                                                                                                       |           0 |                 14 |            1200000 |
| dbt3    | part       | p_brand         | Brand#11                                                                                             | Brand#55                                                                                                                             |           0 |                  8 |             240000 |
| dbt3    | part       | p_type          | ECONOMY ANODIZED BRASS                                                                               | STANDARD POLISHED TIN                                                                                                                |           0 |  20.59957483333333 |              40000 |
| dbt3    | part       | p_size          | 1                                                                                                    | 50                                                                                                                                   |           0 |                  4 |             120000 |
| dbt3    | part       | p_container     | JUMBO BAG                                                                                            | WRAP PKG                                                                                                                             |           0 |  7.575003166666667 |             150000 |
| dbt3    | part       | p_retailprice   | 900.71                                                                                               | 2098.99                                                                                                                              |           0 |                  8 | 107.83415107564565 |
| dbt3    | part       | p_comment       | accou                                                                                                | waters x-ray. s                                                                                                                      |           0 |         13.5019755 | 18.515146933120203 |
| dbt3    | partsupp   | ps_partkey      | 1                                                                                                    | 6000000                                                                                                                              |           0 |                  4 |                  4 |
| dbt3    | partsupp   | ps_suppkey      | 1                                                                                                    | 300000                                                                                                                               |           0 |                  4 |                 80 |
| dbt3    | partsupp   | ps_availqty     | 1                                                                                                    | 9999                                                                                                                                 |           0 |                  4 | 2400.2400240024003 |
| dbt3    | partsupp   | ps_supplycost   | 1                                                                                                    | 1000                                                                                                                                 |           0 |                  8 | 240.23783545710253 |
| dbt3    | partsupp   | ps_comment      | accounts about the accounts affix slyly braids. caref                                                | waters x-ray. fluffily even accounts boost furiously. fluffily silent excuses at the slyly blithe ideas wake quickly fluffily expres |           0 | 123.49394533333333 | 1.0030989068896845 |
| dbt3    | region     | r_regionkey     | 0                                                                                                    | 4                                                                                                                                    |           0 |                  4 |                  1 |
| dbt3    | region     | r_name          | AFRICA                                                                                               | MIDDLE EAST                                                                                                                          |           0 |                6.8 |                  1 |
| dbt3    | region     | r_comment       | even, ironic theodolites according to the bold platelets wa                                          | special, bold deposits haggle foxes. platelet                                                                                        |           0 |               67.4 |                  1 |
| dbt3    | supplier   | s_suppkey       | 1                                                                                                    | 300000                                                                                                                               |           0 |                  4 |                  1 |
| dbt3    | supplier   | s_name          | Supplier#000000001                                                                                   | Supplier#000300000                                                                                                                   |           0 |                 18 |                  1 |
| dbt3    | supplier   | s_address       |   0GOgn5zzGOtli8aK63f1caukbrq5B,                                                                     | ZzZZexdovXd                                                                                                                          |           0 | 24.997093333333332 |                  1 |
| dbt3    | supplier   | s_nationkey     | 0                                                                                                    | 24                                                                                                                                   |           0 |                  4 |              12000 |
| dbt3    | supplier   | s_phone         | 10-100-166-6237                                                                                      | 34-999-987-5257                                                                                                                      |           0 |                 15 |                  1 |
| dbt3    | supplier   | s_acctbal       | -999.94                                                                                              | 9999.93                                                                                                                              |           0 |                  8 |  1.142117485818708 |
| dbt3    | supplier   | s_comment       | accounts about the accounts haggle blithely carefully ironic d                                       | waters wake. furiously even deposits wake. carefully permanent                                                                       |           0 |           62.58042 | 1.0120945296290673 |
+---------+------------+-----------------+------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------+-------------+--------------------+--------------------+

